Stage,Body,Window,Type,Raw_Count,Total_Area,Avg_Area
All,SSB,1,Opposition,1416,218124.0,154.0399932861328
All,SSB,1,Conjunction,1492,237745.0,159.35000610351562
All,SSB,2,Opposition,2871,443155.0,154.36000061035156
All,SSB,2,Conjunction,2891,454631.0,157.25999450683594
All,SSB,3,Opposition,4273,668472.0,156.44000244140625
All,SSB,3,Conjunction,4303,680372.0,158.1199951171875
All,SSB,4,Opposition,5660,900214.0,159.0500030517578
All,SSB,4,Conjunction,5743,916928.0,159.66000366210938
All,SSB,5,Opposition,7194,1141694.0,158.6999969482422
All,SSB,5,Conjunction,7171,1152098.0,160.66000366210938
All,199,1,Opposition,1436,229348.0,159.7100067138672
All,199,1,Conjunction,1385,216230.0,156.1199951171875
All,199,2,Opposition,2942,466905.0,158.6999969482422
All,199,2,Conjunction,2799,467862.0,167.14999389648438
All,199,3,Opposition,4354,668414.0,153.52000427246094
All,199,3,Conjunction,4223,685160.9375,162.25
All,199,4,Opposition,5730,883711.0625,154.22999572753906
All,199,4,Conjunction,5676,942266.0,166.00999450683594
All,199,5,Opposition,7176,1092088.0,152.19000244140625
All,199,5,Conjunction,7118,1153657.0,162.0800018310547
All,299,1,Opposition,1453,223483.0,153.80999755859375
All,299,1,Conjunction,1442,218960.0,151.83999633789062
All,299,2,Opposition,2856,436775.0,152.92999267578125
All,299,2,Conjunction,2871,450554.0,156.92999267578125
All,299,3,Opposition,4265,653039.0,153.1199951171875
All,299,3,Conjunction,4324,674324.9375,155.9499969482422
All,299,4,Opposition,5687,882944.0,155.25999450683594
All,299,4,Conjunction,5745,907552.9375,157.97000122070312
All,299,5,Opposition,7108,1092308.0,153.6699981689453
All,299,5,Conjunction,7170,1144524.0,159.6300048828125
All,399,1,Opposition,0,0.0,0.0
All,399,1,Conjunction,3626,534545.0,147.4199981689453
All,399,2,Opposition,0,0.0,0.0
All,399,2,Conjunction,7288,1103550.0,151.4199981689453
All,399,3,Opposition,0,0.0,0.0
All,399,3,Conjunction,11000,1650161.875,150.00999450683594
All,399,4,Opposition,0,0.0,0.0
All,399,4,Conjunction,14686,2184744.0,148.75999450683594
All,399,5,Opposition,0,0.0,0.0
All,399,5,Conjunction,18441,2722378.0,147.6300048828125
All,499,1,Opposition,1408,228606.0,162.36000061035156
All,499,1,Conjunction,1439,241889.0,168.10000610351562
All,499,2,Opposition,2888,458904.0,158.89999389648438
All,499,2,Conjunction,2894,474683.0,164.02000427246094
All,499,3,Opposition,4278,694784.0,162.41000366210938
All,499,3,Conjunction,4330,707867.0625,163.47999572753906
All,499,4,Opposition,5725,912600.9375,159.41000366210938
All,499,4,Conjunction,5771,945214.0,163.7899932861328
All,499,5,Opposition,7149,1149795.0,160.8300018310547
All,499,5,Conjunction,7150,1169330.0,163.5399932861328
All,599,1,Opposition,1448,218204.0,150.69000244140625
All,599,1,Conjunction,1435,215799.0,150.3800048828125
All,599,2,Opposition,2934,456478.0,155.5800018310547
All,599,2,Conjunction,2853,450315.0,157.83999633789062
All,599,3,Opposition,4382,688278.0,157.07000732421875
All,599,3,Conjunction,4359,696448.0,159.77000427246094
All,599,4,Opposition,5799,904678.0,156.00999450683594
All,599,4,Conjunction,5769,922482.0,159.89999389648438
All,599,5,Opposition,7184,1120070.0,155.91000366210938
All,599,5,Conjunction,7241,1153297.0,159.27000427246094
All,699,1,Opposition,1494,235192.0,157.4199981689453
All,699,1,Conjunction,1409,228768.0,162.36000061035156
All,699,2,Opposition,3007,505683.0,168.1699981689453
All,699,2,Conjunction,2802,455883.0,162.6999969482422
All,699,3,Opposition,4409,722106.0,163.77999877929688
All,699,3,Conjunction,4190,658799.0,157.22999572753906
All,699,4,Opposition,5860,940690.0,160.52999877929688
All,699,4,Conjunction,5627,888868.0,157.9600067138672
All,699,5,Opposition,7288,1146504.0,157.30999755859375
All,699,5,Conjunction,6979,1108391.0,158.82000732421875
All,799,1,Opposition,1488,234173.0,157.3699951171875
All,799,1,Conjunction,1443,228901.0,158.6300048828125
All,799,2,Opposition,2932,477764.0,162.9499969482422
All,799,2,Conjunction,2858,448845.0,157.0500030517578
All,799,3,Opposition,4357,698948.9375,160.4199981689453
All,799,3,Conjunction,4245,674652.9375,158.92999267578125
All,799,4,Opposition,5775,930956.9375,161.1999969482422
All,799,4,Conjunction,5633,882172.9375,156.61000061035156
All,799,5,Opposition,7225,1146052.0,158.6199951171875
All,799,5,Conjunction,7061,1108693.0,157.02000427246094
All,899,1,Opposition,1301,198766.0,152.77999877929688
All,899,1,Conjunction,1447,218158.0,150.77000427246094
All,899,2,Opposition,2721,429675.0,157.91000366210938
All,899,2,Conjunction,2922,463854.0,158.75
All,899,3,Opposition,4174,662018.0,158.61000061035156
All,899,3,Conjunction,4341,691180.0,159.22000122070312
All,899,4,Opposition,5577,876066.0,157.08999633789062
All,899,4,Conjunction,5794,921734.0,159.0800018310547
All,899,5,Opposition,7032,1095758.0,155.82000732421875
All,899,5,Conjunction,7171,1136618.0,158.5
All,Ceres,1,Opposition,1361,211730.0,155.57000732421875
All,Ceres,1,Conjunction,1433,230135.0,160.60000610351562
All,Ceres,2,Opposition,2787,457223.0,164.05999755859375
All,Ceres,2,Conjunction,2897,461566.0,159.3300018310547
All,Ceres,3,Opposition,4139,666433.0,161.00999450683594
All,Ceres,3,Conjunction,4279,691271.0625,161.5500030517578
All,Ceres,4,Opposition,5506,879812.9375,159.7899932861328
All,Ceres,4,Conjunction,5713,914330.0,160.0399932861328
All,Ceres,5,Opposition,6864,1087917.0,158.5
All,Ceres,5,Conjunction,7122,1132984.0,159.0800018310547
All,999,1,Opposition,1389,226158.0,162.82000732421875
All,999,1,Conjunction,1395,228983.0,164.14999389648438
All,999,2,Opposition,2797,450883.0,161.1999969482422
All,999,2,Conjunction,2791,452260.0,162.0399932861328
All,999,3,Opposition,4301,691023.0625,160.6699981689453
All,999,3,Conjunction,4175,675760.9375,161.86000061035156
All,999,4,Opposition,5744,916047.0625,159.47999572753906
All,999,4,Conjunction,5613,914592.9375,162.94000244140625
All,999,5,Opposition,7147,1137128.0,159.11000061035156
All,999,5,Conjunction,6995,1126212.0,161.0
All,136108,1,Opposition,1445,224208.0,155.16000366210938
All,136108,1,Conjunction,1388,218905.0,157.7100067138672
All,136108,2,Opposition,2859,446779.0,156.27000427246094
All,136108,2,Conjunction,2813,437691.0,155.60000610351562
All,136108,3,Opposition,4359,673176.9375,154.42999267578125
All,136108,3,Conjunction,4227,666163.0,157.60000610351562
All,136108,4,Opposition,5825,892840.9375,153.27999877929688
All,136108,4,Conjunction,5615,903150.0,160.85000610351562
All,136108,5,Opposition,7254,1113936.0,153.55999755859375
All,136108,5,Conjunction,6905,1119057.0,162.05999755859375
All,136472,1,Opposition,1458,248976.0,170.77000427246094
All,136472,1,Conjunction,1381,216481.0,156.75999450683594
All,136472,2,Opposition,2905,472837.0,162.77000427246094
All,136472,2,Conjunction,2789,431230.0,154.6199951171875
All,136472,3,Opposition,4353,679388.0,156.07000732421875
All,136472,3,Conjunction,4102,646507.0,157.61000061035156
All,136472,4,Opposition,5848,902536.0,154.3300018310547
All,136472,4,Conjunction,5521,873156.9375,158.14999389648438
All,136472,5,Opposition,7339,1135893.0,154.77000427246094
All,136472,5,Conjunction,6924,1094235.0,158.0399932861328
All,136199,1,Opposition,1420,216724.0,152.6199951171875
All,136199,1,Conjunction,1413,219277.0,155.19000244140625
All,136199,2,Opposition,2773,417074.0,150.41000366210938
All,136199,2,Conjunction,2829,437448.0,154.6300048828125
All,136199,3,Opposition,4181,638662.0,152.75
All,136199,3,Conjunction,4227,675982.0,159.9199981689453
All,136199,4,Opposition,5647,878200.0,155.52000427246094
All,136199,4,Conjunction,5652,887888.0,157.08999633789062
All,136199,5,Opposition,7055,1093439.0,154.99000549316406
All,136199,5,Conjunction,7111,1118225.0,157.25
All,90482,1,Opposition,1440,214947.0,149.27000427246094
All,90482,1,Conjunction,1402,223427.0,159.36000061035156
All,90482,2,Opposition,2846,425530.0,149.52000427246094
All,90482,2,Conjunction,2800,453751.0,162.0500030517578
All,90482,3,Opposition,4375,681652.0,155.80999755859375
All,90482,3,Conjunction,4226,688663.0625,162.9600067138672
All,90482,4,Opposition,5782,916350.0,158.47999572753906
All,90482,4,Conjunction,5649,930238.0,164.6699981689453
All,90482,5,Opposition,7326,1129266.0,154.13999938964844
All,90482,5,Conjunction,7048,1161348.0,164.77999877929688
All,120347,1,Opposition,1379,224025.0,162.4499969482422
All,120347,1,Conjunction,1407,220235.0,156.52999877929688
All,120347,2,Opposition,2740,432801.0,157.9600067138672
All,120347,2,Conjunction,2941,460285.0,156.50999450683594
All,120347,3,Opposition,4141,665340.0,160.6699981689453
All,120347,3,Conjunction,4410,682287.0625,154.7100067138672
All,120347,4,Opposition,5546,885587.0625,159.67999267578125
All,120347,4,Conjunction,5893,908399.0625,154.14999389648438
All,120347,5,Opposition,6951,1118705.0,160.94000244140625
All,120347,5,Conjunction,7350,1133385.0,154.1999969482422
All,50000,1,Opposition,1430,209703.0,146.64999389648438
All,50000,1,Conjunction,1399,236764.0,169.24000549316406
All,50000,2,Opposition,2867,445205.0,155.2899932861328
All,50000,2,Conjunction,2807,469488.0,167.25999450683594
All,50000,3,Opposition,4240,668434.0,157.64999389648438
All,50000,3,Conjunction,4313,701171.0625,162.57000732421875
All,50000,4,Opposition,5713,894482.0,156.57000732421875
All,50000,4,Conjunction,5731,923228.9375,161.08999633789062
All,50000,5,Opposition,7117,1113665.0,156.47999572753906
All,50000,5,Conjunction,7071,1162293.0,164.3699951171875
All,225088,1,Opposition,1332,208269.0,156.36000061035156
All,225088,1,Conjunction,1424,223840.0,157.19000244140625
All,225088,2,Opposition,2771,428620.0,154.67999267578125
All,225088,2,Conjunction,2902,444105.0,153.02999877929688
All,225088,3,Opposition,4192,658886.0,157.17999267578125
All,225088,3,Conjunction,4337,663165.0,152.91000366210938
All,225088,4,Opposition,5589,891671.0625,159.5399932861328
All,225088,4,Conjunction,5774,893620.9375,154.77000427246094
All,225088,5,Opposition,7014,1113263.0,158.72000122070312
All,225088,5,Conjunction,7237,1115310.0,154.11000061035156
All,90377,1,Opposition,1456,235314.0,161.6199951171875
All,90377,1,Conjunction,1439,244090.0,169.6199951171875
All,90377,2,Opposition,2888,452319.0,156.6199951171875
All,90377,2,Conjunction,2801,464089.0,165.69000244140625
All,90377,3,Opposition,4301,663296.0,154.22000122070312
All,90377,3,Conjunction,4153,673436.9375,162.16000366210938
All,90377,4,Opposition,5766,889278.0,154.22999572753906
All,90377,4,Conjunction,5616,904758.0,161.10000610351562
All,90377,5,Opposition,7166,1118491.0,156.0800018310547
All,90377,5,Conjunction,7055,1134985.0,160.8800048828125
All,20000002,1,Opposition,1372,209765.0,152.88999938964844
All,20000002,1,Conjunction,1407,231792.0,164.74000549316406
All,20000002,2,Opposition,2745,413139.0,150.50999450683594
All,20000002,2,Conjunction,2790,452959.0,162.35000610351562
All,20000002,3,Opposition,4179,643420.0,153.97000122070312
All,20000002,3,Conjunction,4209,676392.0,160.6999969482422
All,20000002,4,Opposition,5533,864132.0,156.17999267578125
All,20000002,4,Conjunction,5656,922418.0,163.08999633789062
All,20000002,5,Opposition,6944,1096389.0,157.88999938964844
All,20000002,5,Conjunction,7119,1143628.0,160.63999938964844
All,20000003,1,Opposition,1348,208811.0,154.89999389648438
All,20000003,1,Conjunction,1441,239267.0,166.0399932861328
All,20000003,2,Opposition,2756,425059.0,154.22999572753906
All,20000003,2,Conjunction,2920,492102.0,168.52999877929688
All,20000003,3,Opposition,4161,649913.0,156.19000244140625
All,20000003,3,Conjunction,4360,716106.0,164.24000549316406
All,20000003,4,Opposition,5596,854892.0,152.77000427246094
All,20000003,4,Conjunction,5810,954603.0625,164.3000030517578
All,20000003,5,Opposition,7010,1081119.0,154.22999572753906
All,20000003,5,Conjunction,7303,1200714.0,164.41000366210938
All,20000004,1,Opposition,1396,210395.0,150.7100067138672
All,20000004,1,Conjunction,1409,230555.0,163.6300048828125
All,20000004,2,Opposition,2783,443604.0,159.39999389648438
All,20000004,2,Conjunction,2841,451603.0,158.9600067138672
All,20000004,3,Opposition,4238,660441.0,155.83999633789062
All,20000004,3,Conjunction,4227,658463.0,155.77999877929688
All,20000004,4,Opposition,5648,883652.9375,156.4499969482422
All,20000004,4,Conjunction,5713,903131.0625,158.0800018310547
All,20000004,5,Opposition,7070,1123289.0,158.8800048828125
All,20000004,5,Conjunction,7111,1111677.0,156.3300018310547
All,20000005,1,Opposition,1418,212198.0,149.64999389648438
All,20000005,1,Conjunction,1425,245673.0,172.39999389648438
All,20000005,2,Opposition,2833,425065.0,150.0399932861328
All,20000005,2,Conjunction,2818,470961.0,167.1300048828125
All,20000005,3,Opposition,4227,657964.0,155.66000366210938
All,20000005,3,Conjunction,4220,718050.0,170.14999389648438
All,20000005,4,Opposition,5686,888843.0625,156.32000732421875
All,20000005,4,Conjunction,5637,927448.9375,164.52999877929688
All,20000005,5,Opposition,7098,1112842.0,156.77999877929688
All,20000005,5,Conjunction,7100,1152322.0,162.3000030517578
All,20000006,1,Opposition,1475,219719.0,148.9600067138672
All,20000006,1,Conjunction,1351,190575.0,141.05999755859375
All,20000006,2,Opposition,2882,462657.0,160.52999877929688
All,20000006,2,Conjunction,2785,400874.0,143.94000244140625
All,20000006,3,Opposition,4387,709735.0625,161.77999877929688
All,20000006,3,Conjunction,4271,628023.0,147.0399932861328
All,20000006,4,Opposition,5816,937168.0,161.13999938964844
All,20000006,4,Conjunction,5682,856150.0,150.67999267578125
All,20000006,5,Opposition,7242,1146643.0,158.3300018310547
All,20000006,5,Conjunction,7079,1074004.0,151.72000122070312
All,20000007,1,Opposition,1419,233958.0,164.8800048828125
All,20000007,1,Conjunction,1395,220277.0,157.89999389648438
All,20000007,2,Opposition,2854,457284.0,160.22999572753906
All,20000007,2,Conjunction,2853,443119.0,155.32000732421875
All,20000007,3,Opposition,4256,691558.0,162.49000549316406
All,20000007,3,Conjunction,4301,688772.9375,160.13999938964844
All,20000007,4,Opposition,5707,918442.0,160.92999267578125
All,20000007,4,Conjunction,5757,901998.0,156.67999267578125
All,20000007,5,Opposition,7082,1135367.0,160.32000732421875
All,20000007,5,Conjunction,7199,1139306.0,158.25999450683594
All,20000008,1,Opposition,1482,241437.0,162.91000366210938
All,20000008,1,Conjunction,1420,245483.0,172.8800048828125
All,20000008,2,Opposition,2871,450384.0,156.8699951171875
All,20000008,2,Conjunction,2812,467420.0,166.22000122070312
All,20000008,3,Opposition,4300,666491.0,155.0
All,20000008,3,Conjunction,4328,696492.0,160.92999267578125
All,20000008,4,Opposition,5718,877924.9375,153.5399932861328
All,20000008,4,Conjunction,5797,941604.9375,162.42999267578125
All,20000008,5,Opposition,7141,1087103.0,152.22999572753906
All,20000008,5,Conjunction,7175,1153033.0,160.6999969482422
All,20000009,1,Opposition,1422,241758.0,170.00999450683594
All,20000009,1,Conjunction,1444,224979.0,155.8000030517578
All,20000009,2,Opposition,2854,481685.0,168.77999877929688
All,20000009,2,Conjunction,2832,437753.0,154.57000732421875
All,20000009,3,Opposition,4268,702580.0,164.6199951171875
All,20000009,3,Conjunction,4255,661090.0,155.3699951171875
All,20000009,4,Opposition,5762,931015.0625,161.5800018310547
All,20000009,4,Conjunction,5696,881864.9375,154.82000732421875
All,20000009,5,Opposition,7173,1148056.0,160.0500030517578
All,20000009,5,Conjunction,7154,1111860.0,155.4199981689453
All,20000010,1,Opposition,1425,210948.0,148.02999877929688
All,20000010,1,Conjunction,1426,228640.0,160.33999633789062
All,20000010,2,Opposition,2835,439985.0,155.1999969482422
All,20000010,2,Conjunction,2927,468886.0,160.19000244140625
All,20000010,3,Opposition,4294,666709.0,155.27000427246094
All,20000010,3,Conjunction,4408,703019.0625,159.49000549316406
All,20000010,4,Opposition,5662,894663.0625,158.00999450683594
All,20000010,4,Conjunction,5858,945856.0,161.4600067138672
All,20000010,5,Opposition,7104,1117276.0,157.27000427246094
All,20000010,5,Conjunction,7256,1170518.0,161.32000732421875
All,20000011,1,Opposition,1505,224856.0,149.41000366210938
All,20000011,1,Conjunction,1414,208750.0,147.6300048828125
All,20000011,2,Opposition,2936,458895.0,156.3000030517578
All,20000011,2,Conjunction,2917,445831.0,152.83999633789062
All,20000011,3,Opposition,4308,674807.0625,156.63999938964844
All,20000011,3,Conjunction,4387,681647.0625,155.3800048828125
All,20000011,4,Opposition,5715,894384.0,156.5
All,20000011,4,Conjunction,5853,923734.0,157.82000732421875
All,20000011,5,Opposition,7109,1115915.0,156.97000122070312
All,20000011,5,Conjunction,7301,1166883.0,159.8300018310547
All,20000012,1,Opposition,1484,245026.0,165.11000061035156
All,20000012,1,Conjunction,1513,253528.0,167.57000732421875
All,20000012,2,Opposition,2976,490869.0,164.94000244140625
All,20000012,2,Conjunction,2889,453770.0,157.07000732421875
All,20000012,3,Opposition,4402,718016.0,163.11000061035156
All,20000012,3,Conjunction,4305,677471.0625,157.3699951171875
All,20000012,4,Opposition,5799,944670.0,162.89999389648438
All,20000012,4,Conjunction,5722,889620.0,155.47000122070312
All,20000012,5,Opposition,7249,1163146.0,160.4600067138672
All,20000012,5,Conjunction,7150,1110572.0,155.32000732421875
All,20000013,1,Opposition,1445,228463.0,158.11000061035156
All,20000013,1,Conjunction,1462,231964.0,158.66000366210938
All,20000013,2,Opposition,2836,452999.0,159.72999572753906
All,20000013,2,Conjunction,2949,462852.0,156.9499969482422
All,20000013,3,Opposition,4211,662845.0,157.41000366210938
All,20000013,3,Conjunction,4339,680968.0,156.94000244140625
All,20000013,4,Opposition,5579,873390.0,156.5500030517578
All,20000013,4,Conjunction,5781,919452.0,159.0500030517578
All,20000013,5,Opposition,6999,1095895.0,156.5800018310547
All,20000013,5,Conjunction,7256,1150024.0,158.49000549316406
All,20000014,1,Opposition,1442,248127.0,172.07000732421875
All,20000014,1,Conjunction,1438,246503.0,171.4199981689453
All,20000014,2,Opposition,2880,470412.0,163.33999633789062
All,20000014,2,Conjunction,2876,475154.0,165.2100067138672
All,20000014,3,Opposition,4265,688967.0625,161.5399932861328
All,20000014,3,Conjunction,4365,703428.0,161.14999389648438
All,20000014,4,Opposition,5681,910316.9375,160.24000549316406
All,20000014,4,Conjunction,5807,924442.0,159.19000244140625
All,20000014,5,Opposition,7107,1118840.0,157.42999267578125
All,20000014,5,Conjunction,7312,1154130.0,157.83999633789062
All,20000015,1,Opposition,1396,227059.0,162.64999389648438
All,20000015,1,Conjunction,1439,227510.0,158.10000610351562
All,20000015,2,Opposition,2776,432461.0,155.7899932861328
All,20000015,2,Conjunction,2896,476529.0,164.5500030517578
All,20000015,3,Opposition,4230,677519.0625,160.1699981689453
All,20000015,3,Conjunction,4382,697640.9375,159.2100067138672
All,20000015,4,Opposition,5607,897158.0,160.00999450683594
All,20000015,4,Conjunction,5809,929808.0,160.05999755859375
All,20000015,5,Opposition,6959,1112420.0,159.85000610351562
All,20000015,5,Conjunction,7284,1178029.0,161.72999572753906
All,20000016,1,Opposition,1479,232842.0,157.42999267578125
All,20000016,1,Conjunction,1424,221206.0,155.33999633789062
All,20000016,2,Opposition,2888,444402.0,153.8800048828125
All,20000016,2,Conjunction,2846,449566.0,157.9600067138672
All,20000016,3,Opposition,4295,664572.0,154.72999572753906
All,20000016,3,Conjunction,4301,680544.9375,158.22999572753906
All,20000016,4,Opposition,5694,874064.0,153.50999450683594
All,20000016,4,Conjunction,5715,914467.0625,160.00999450683594
All,20000016,5,Opposition,7081,1096838.0,154.89999389648438
All,20000016,5,Conjunction,7146,1132495.0,158.47999572753906
All,20000017,1,Opposition,1396,231449.0,165.7899932861328
All,20000017,1,Conjunction,1409,216841.0,153.89999389648438
All,20000017,2,Opposition,2839,489174.0,172.30999755859375
All,20000017,2,Conjunction,2857,445541.0,155.9499969482422
All,20000017,3,Opposition,4257,715220.9375,168.00999450683594
All,20000017,3,Conjunction,4256,662693.0,155.7100067138672
All,20000017,4,Opposition,5744,939111.0625,163.49000549316406
All,20000017,4,Conjunction,5608,875270.0,156.0800018310547
All,20000017,5,Opposition,7161,1154930.0,161.27999877929688
All,20000017,5,Conjunction,7007,1097764.0,156.6699981689453
All,20000018,1,Opposition,1471,238687.0,162.25999450683594
All,20000018,1,Conjunction,1414,227524.0,160.91000366210938
All,20000018,2,Opposition,2829,482810.0,170.66000366210938
All,20000018,2,Conjunction,2826,430892.0,152.47000122070312
All,20000018,3,Opposition,4283,724500.0,169.16000366210938
All,20000018,3,Conjunction,4320,656510.0,151.97000122070312
All,20000018,4,Opposition,5660,933790.0,164.97999572753906
All,20000018,4,Conjunction,5846,908944.0,155.47999572753906
All,20000018,5,Opposition,7125,1165873.0,163.6300048828125
All,20000018,5,Conjunction,7293,1145142.0,157.02000427246094
All,20000019,1,Opposition,1414,214503.0,151.6999969482422
All,20000019,1,Conjunction,1460,251372.0,172.1699981689453
All,20000019,2,Opposition,2880,433354.0,150.47000122070312
All,20000019,2,Conjunction,2909,465571.0,160.0500030517578
All,20000019,3,Opposition,4220,645575.0,152.97999572753906
All,20000019,3,Conjunction,4361,694948.9375,159.36000061035156
All,20000019,4,Opposition,5644,862215.0625,152.77000427246094
All,20000019,4,Conjunction,5819,934752.9375,160.63999938964844
All,20000019,5,Opposition,7043,1075516.0,152.7100067138672
All,20000019,5,Conjunction,7267,1183970.0,162.9199981689453
All,20000020,1,Opposition,1422,231286.0,162.64999389648438
All,20000020,1,Conjunction,1445,211471.0,146.35000610351562
All,20000020,2,Opposition,2850,461647.0,161.97999572753906
All,20000020,2,Conjunction,2921,456494.0,156.27999877929688
All,20000020,3,Opposition,4288,677994.0,158.11000061035156
All,20000020,3,Conjunction,4350,672882.0,154.69000244140625
All,20000020,4,Opposition,5751,895700.9375,155.75
All,20000020,4,Conjunction,5819,899780.0,154.6300048828125
All,20000020,5,Opposition,7221,1112910.0,154.1199951171875
All,20000020,5,Conjunction,7257,1129463.0,155.63999938964844
All,20000021,1,Opposition,1469,216103.0,147.11000061035156
All,20000021,1,Conjunction,1406,207952.0,147.89999389648438
All,20000021,2,Opposition,2863,431226.0,150.6199951171875
All,20000021,2,Conjunction,2832,428248.0,151.22000122070312
All,20000021,3,Opposition,4225,674732.0,159.6999969482422
All,20000021,3,Conjunction,4230,650363.0,153.75
All,20000021,4,Opposition,5753,899708.9375,156.38999938964844
All,20000021,4,Conjunction,5679,887904.0,156.35000610351562
All,20000021,5,Opposition,7170,1132490.0,157.9499969482422
All,20000021,5,Conjunction,7071,1111584.0,157.1999969482422
All,20000022,1,Opposition,1420,229955.0,161.94000244140625
All,20000022,1,Conjunction,1431,236885.0,165.5399932861328
All,20000022,2,Opposition,2849,458973.0,161.10000610351562
All,20000022,2,Conjunction,2890,456323.0,157.89999389648438
All,20000022,3,Opposition,4250,682703.0625,160.63999938964844
All,20000022,3,Conjunction,4300,673639.0625,156.66000366210938
All,20000022,4,Opposition,5641,905428.0,160.50999450683594
All,20000022,4,Conjunction,5727,893579.0625,156.02999877929688
All,20000022,5,Opposition,7044,1115898.0,158.4199981689453
All,20000022,5,Conjunction,7188,1128319.0,156.97000122070312
All,20000023,1,Opposition,1480,245233.0,165.6999969482422
All,20000023,1,Conjunction,1370,217788.0,158.97000122070312
All,20000023,2,Opposition,2961,489593.0,165.35000610351562
All,20000023,2,Conjunction,2776,440195.0,158.57000732421875
All,20000023,3,Opposition,4401,717112.9375,162.94000244140625
All,20000023,3,Conjunction,4216,659346.0,156.38999938964844
All,20000023,4,Opposition,5854,937774.0,160.19000244140625
All,20000023,4,Conjunction,5689,894228.0,157.19000244140625
All,20000023,5,Opposition,7264,1160331.0,159.74000549316406
All,20000023,5,Conjunction,7080,1114828.0,157.4600067138672
All,20000024,1,Opposition,1448,230783.0,159.3800048828125
All,20000024,1,Conjunction,1419,234845.0,165.5
All,20000024,2,Opposition,2862,451690.0,157.82000732421875
All,20000024,2,Conjunction,2854,466633.0,163.5
All,20000024,3,Opposition,4309,695114.0,161.32000732421875
All,20000024,3,Conjunction,4281,692676.9375,161.8000030517578
All,20000024,4,Opposition,5746,916814.0,159.55999755859375
All,20000024,4,Conjunction,5692,916254.0,160.97000122070312
All,20000024,5,Opposition,7108,1123655.0,158.0800018310547
All,20000024,5,Conjunction,7083,1137943.0,160.66000366210938
All,20000025,1,Opposition,1410,230797.0,163.69000244140625
All,20000025,1,Conjunction,1342,241033.0,179.61000061035156
All,20000025,2,Opposition,2935,480258.0,163.6300048828125
All,20000025,2,Conjunction,2735,451143.0,164.9499969482422
All,20000025,3,Opposition,4381,718416.9375,163.97999572753906
All,20000025,3,Conjunction,4115,685739.0625,166.63999938964844
All,20000025,4,Opposition,5818,936443.0625,160.9600067138672
All,20000025,4,Conjunction,5599,919980.0,164.30999755859375
All,20000025,5,Opposition,7241,1160639.0,160.2899932861328
All,20000025,5,Conjunction,7018,1129315.0,160.9199981689453
All,20000026,1,Opposition,1447,247316.0,170.9199981689453
All,20000026,1,Conjunction,1410,228753.0,162.24000549316406
All,20000026,2,Opposition,2816,461965.0,164.0500030517578
All,20000026,2,Conjunction,2820,437713.0,155.22000122070312
All,20000026,3,Opposition,4288,693774.0,161.7899932861328
All,20000026,3,Conjunction,4241,644878.0,152.05999755859375
All,20000026,4,Opposition,5683,916256.0,161.22999572753906
All,20000026,4,Conjunction,5695,876346.0,153.8800048828125
All,20000026,5,Opposition,7098,1145650.0,161.39999389648438
All,20000026,5,Conjunction,7081,1089276.0,153.8300018310547
All,20000027,1,Opposition,1488,217502.0,146.1699981689453
All,20000027,1,Conjunction,1453,222399.0,153.05999755859375
All,20000027,2,Opposition,2850,445525.0,156.32000732421875
All,20000027,2,Conjunction,2882,464848.0,161.2899932861328
All,20000027,3,Opposition,4246,665200.0,156.6699981689453
All,20000027,3,Conjunction,4369,698120.9375,159.7899932861328
All,20000027,4,Opposition,5655,905539.0625,160.1300048828125
All,20000027,4,Conjunction,5764,927859.0625,160.97000122070312
All,20000027,5,Opposition,7035,1127452.0,160.25999450683594
All,20000027,5,Conjunction,7151,1146225.0,160.2899932861328
All,20000028,1,Opposition,1414,208283.0,147.3000030517578
All,20000028,1,Conjunction,1471,231207.0,157.17999267578125
All,20000028,2,Opposition,2814,419364.0,149.02999877929688
All,20000028,2,Conjunction,2845,453912.0,159.5500030517578
All,20000028,3,Opposition,4218,639017.0,151.5
All,20000028,3,Conjunction,4390,684686.0,155.9600067138672
All,20000028,4,Opposition,5653,874524.0,154.6999969482422
All,20000028,4,Conjunction,5838,917100.0,157.08999633789062
All,20000028,5,Opposition,7092,1110423.0,156.57000732421875
All,20000028,5,Conjunction,7281,1147424.0,157.58999633789062
All,20000029,1,Opposition,1456,228628.0,157.02000427246094
All,20000029,1,Conjunction,1435,199614.0,139.10000610351562
All,20000029,2,Opposition,2874,454969.0,158.30999755859375
All,20000029,2,Conjunction,2821,413913.0,146.72999572753906
All,20000029,3,Opposition,4317,683751.0625,158.38999938964844
All,20000029,3,Conjunction,4231,625394.0,147.80999755859375
All,20000029,4,Opposition,5735,904180.0,157.66000366210938
All,20000029,4,Conjunction,5695,862092.9375,151.3800048828125
All,20000029,5,Opposition,7103,1107587.0,155.92999267578125
All,20000029,5,Conjunction,7146,1092724.0,152.91000366210938
All,20000030,1,Opposition,1482,241096.0,162.67999267578125
All,20000030,1,Conjunction,1418,246733.0,174.0
All,20000030,2,Opposition,2821,457582.0,162.2100067138672
All,20000030,2,Conjunction,2903,488263.0,168.19000244140625
All,20000030,3,Opposition,4269,695096.0,162.82000732421875
All,20000030,3,Conjunction,4255,700755.0625,164.69000244140625
All,20000030,4,Opposition,5732,920242.0,160.5399932861328
All,20000030,4,Conjunction,5687,936371.0625,164.64999389648438
All,20000030,5,Opposition,7230,1160602.0,160.52999877929688
